model,model_display,condition,condition_display,topic_id,frac_existing
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,temporal,Temporal,t139,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,temporal,Temporal,t140,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,temporal,Temporal,t141,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,temporal,Temporal,t142,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,temporal,Temporal,t143,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,temporal,Temporal,t144,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t001,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t002,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t003,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t004,1.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t005,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t006,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t007,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t008,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t009,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t010,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t011,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t012,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t013,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t014,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t015,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t016,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t017,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t018,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t019,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t020,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t021,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t022,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t023,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t024,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t025,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t026,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t027,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t028,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t029,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t030,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t031,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t032,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t033,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t034,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t035,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t036,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t037,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t038,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t039,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t040,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t041,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t042,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t043,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t044,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t045,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t046,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t047,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t048,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t049,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t050,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t051,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t052,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t053,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t054,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t055,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t056,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t057,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t058,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t059,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t060,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t061,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t062,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t063,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t064,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t065,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t066,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t067,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t068,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t069,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t070,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t071,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t072,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t073,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t074,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t075,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t076,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t077,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t078,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t079,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t080,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t081,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t082,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t083,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t084,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t085,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t086,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t087,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t088,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t089,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t090,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t091,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t092,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t093,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t094,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t095,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t096,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t097,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t098,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t099,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t100,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t101,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t102,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t103,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t104,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t105,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t106,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t107,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t108,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t109,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t110,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t111,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t112,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t113,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t114,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t115,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t116,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t117,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t118,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t119,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t120,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t121,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t122,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t123,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t124,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t125,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t126,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t127,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t128,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t129,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t130,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t131,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t132,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t133,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t134,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t135,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t136,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t137,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t138,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t139,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t140,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t141,1.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t142,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t143,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,temporal,Temporal,t144,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t001,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t002,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t003,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t004,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t005,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t006,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t007,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t008,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t009,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t010,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t011,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t012,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t013,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t014,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t015,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t016,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t017,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t018,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t019,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t020,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t021,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t022,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t023,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t024,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t025,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t026,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t027,0.600000
gpt-4o,GPT-4o,temporal,Temporal,t028,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t029,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t030,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t031,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t032,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t033,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t034,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t035,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t036,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t037,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t038,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t039,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t040,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t041,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t042,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t043,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t044,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t045,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t046,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t047,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t048,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t049,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t050,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t051,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t052,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t053,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t054,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t055,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t056,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t057,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t058,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t059,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t060,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t061,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t062,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t063,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t064,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t065,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t066,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t067,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t068,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t069,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t070,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t071,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t072,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t073,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t074,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t075,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t076,0.400000
gpt-4o,GPT-4o,temporal,Temporal,t077,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t078,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t079,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t080,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t081,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t082,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t083,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t084,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t085,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t086,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t087,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t088,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t089,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t090,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t091,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t092,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t093,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t094,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t095,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t096,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t097,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t098,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t099,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t100,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t101,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t102,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t103,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t104,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t105,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t106,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t107,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t108,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t109,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t110,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t111,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t112,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t113,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t114,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t115,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t116,0.200000
gpt-4o,GPT-4o,temporal,Temporal,t117,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t118,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t119,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t120,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t121,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t122,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t123,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t124,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t125,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t126,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t127,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t128,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t129,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t130,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t131,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t132,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t133,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t134,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t135,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t136,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t137,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t138,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t139,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t140,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t141,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t142,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t143,0.000000
gpt-4o,GPT-4o,temporal,Temporal,t144,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t001,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t002,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t003,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t004,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t005,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t006,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t007,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t008,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t009,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t010,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t011,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t012,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t013,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t014,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t015,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t016,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t017,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t018,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t019,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t020,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t021,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t022,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t023,0.200000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t024,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t025,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t026,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t027,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t028,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t029,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t030,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t031,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t032,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t033,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t034,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t035,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t036,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t037,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t038,0.200000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t039,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t040,0.200000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t041,0.200000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t042,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t043,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t044,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t045,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t046,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t047,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t048,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t049,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t050,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,temporal,Temporal,t051,0.000000
